,AirtemperatureK,ProcesstemperatureK,Rotationalspeedrpm,TorqueNm,Toolwearmin,TWF,HDF,PWF,OSF,RNF
478,297.4,309.0,1833,22.6,161,0,0,0,0,0
479,297.4,308.9,1323,57.3,163,0,0,0,0,0
480,297.4,309.0,1583,32.0,166,0,0,0,0,0
481,297.3,309.0,1556,39.5,168,0,0,0,0,0
482,297.3,309.0,1548,37.4,171,0,0,0,0,0
483,297.4,309.0,1324,56.9,173,0,0,0,0,0
484,297.4,309.0,1568,33.7,175,0,0,0,0,0
485,297.4,309.0,1685,30.7,177,0,0,0,0,0
486,297.4,309.1,1582,35.9,180,0,0,0,0,0
487,297.4,309.1,1463,35.0,183,0,0,0,0,0
488,297.4,309.2,1584,42.8,186,0,0,0,0,0
489,297.5,309.2,1347,55.8,188,0,0,0,0,0
490,297.4,309.2,1459,37.9,191,0,0,0,0,0
491,297.4,309.2,1420,45.6,193,0,0,0,0,0
492,297.5,309.3,1404,43.5,195,0,0,0,0,0
493,297.5,309.3,1470,38.8,197,0,0,0,0,0
494,297.6,309.4,1326,49.8,199,0,0,0,0,0
495,297.5,309.3,1459,49.7,201,0,0,0,0,0
496,297.5,309.2,1530,40.0,206,0,0,0,0,0
497,297.4,309.0,1505,39.2,209,0,0,0,0,0
498,297.5,309.1,1611,30.2,211,0,0,0,0,0
499,297.5,309.1,1515,35.1,213,0,0,0,0,0
500,297.5,309.2,1804,27.4,215,0,0,0,0,0
501,297.6,309.3,1464,46.2,218,0,0,0,0,0
502,297.6,309.2,1390,43.3,221,0,0,0,0,0
503,297.6,309.2,1442,48.1,0,0,0,0,0,0
504,297.6,309.3,1529,41.9,3,0,0,0,0,0
505,297.6,309.3,1610,35.0,6,0,0,0,0,0
506,297.6,309.3,1543,34.3,8,0,0,0,0,0
507,297.8,309.4,1445,48.2,10,0,0,0,0,0
508,297.7,309.3,1893,24.6,15,0,0,0,0,0
509,297.6,309.3,1415,41.3,17,0,0,0,0,0
510,297.5,309.3,1564,37.5,20,0,0,0,0,0
511,297.5,309.3,1479,39.4,22,0,0,0,0,0
512,297.5,309.2,1426,44.8,24,0,0,0,0,0
513,297.4,309.2,1428,38.8,26,0,0,0,0,0
514,297.4,309.2,1620,33.2,28,0,0,0,0,0
515,297.5,309.2,1715,28.0,30,0,0,0,0,0
516,297.5,309.3,1732,29.9,32,0,0,0,0,0
517,297.5,309.4,1391,58.2,34,0,0,0,0,0
518,297.6,309.5,1924,20.6,37,0,0,0,0,0
519,297.7,309.5,2027,19.8,39,0,0,0,0,0
520,297.6,309.5,1617,36.2,42,0,0,0,0,0
521,297.5,309.4,1497,35.8,44,0,0,0,0,0
522,297.5,309.5,1448,43.7,46,0,0,0,0,0
523,297.4,309.4,1401,45.9,49,0,0,0,0,0
524,297.4,309.4,1620,35.4,51,0,0,0,0,0
525,297.4,309.4,1466,45.5,53,0,0,0,0,0
526,297.6,309.5,1373,50.6,55,0,0,0,0,0
527,297.6,309.6,1592,35.8,57,0,0,0,0,0
528,297.5,309.5,1553,42.4,60,0,0,0,0,0
529,297.6,309.5,1569,36.2,63,0,0,0,0,0
530,297.6,309.5,1709,32.2,65,0,0,0,0,0
531,297.6,309.5,1549,34.9,68,0,0,0,0,0
532,297.5,309.4,1443,45.4,70,0,0,0,0,0
533,297.5,309.3,1675,29.8,72,0,0,0,0,0
534,297.5,309.3,1623,33.4,74,0,0,0,0,0
535,297.4,309.3,1365,52.4,76,0,0,0,0,0
536,297.4,309.3,1759,24.8,81,0,0,0,0,0
537,297.4,309.3,1516,43.0,83,0,0,0,0,0
538,297.4,309.3,1499,36.8,88,0,0,0,0,0
539,297.4,309.3,1775,25.8,91,0,0,0,0,0
540,297.4,309.4,1473,45.5,94,0,0,0,0,0
541,297.4,309.4,1296,52.3,96,0,0,0,0,0
542,297.5,309.4,1803,24.7,98,0,0,0,0,0
543,297.5,309.3,1563,36.1,100,0,0,0,0,0
544,297.5,309.4,1831,26.6,105,0,0,0,0,0
545,297.6,309.4,1958,22.1,108,0,0,0,0,0
546,297.5,309.4,1809,24.3,110,0,0,0,0,0
547,297.5,309.4,1482,39.3,112,0,0,0,0,0
548,297.4,309.3,1332,53.2,115,0,0,0,0,0
549,297.4,309.2,1437,40.4,117,0,0,0,0,0
550,297.4,309.2,1698,29.4,119,0,0,0,0,0
551,297.4,309.2,1274,54.3,121,0,0,0,0,0
552,297.4,309.3,1622,35.0,123,0,0,0,0,0
553,297.4,309.3,1564,36.0,126,0,0,0,0,0
554,297.5,309.4,1368,45.3,129,0,0,0,0,0
555,297.4,309.4,1539,42.2,134,0,0,0,0,0
556,297.5,309.4,1357,50.1,137,0,0,0,0,0
557,297.5,309.4,1433,48.3,139,0,0,0,0,0
558,297.5,309.4,1650,34.6,142,0,0,0,0,0
559,297.5,309.4,1503,40.6,144,0,0,0,0,0
560,297.5,309.4,1318,58.2,146,0,0,0,0,0
561,297.5,309.4,1678,34.4,148,0,0,0,0,0
562,297.6,309.5,1574,30.9,151,0,0,0,0,0
563,297.7,309.6,1529,35.2,153,0,0,0,0,0
564,297.6,309.6,1669,32.1,155,0,0,0,0,0
565,297.7,309.7,1570,35.8,160,0,0,0,0,0
566,297.6,309.7,1541,33.7,165,0,0,0,0,0
567,297.7,309.7,1680,30.2,168,0,0,0,0,0
568,297.8,309.7,1935,22.1,171,0,0,0,0,0
569,297.7,309.6,1596,35.2,173,0,0,0,0,0
570,297.7,309.7,1498,41.0,176,0,0,0,0,0
571,297.8,309.8,1676,29.0,178,0,0,0,0,0
572,297.8,309.9,1351,49.0,181,0,0,0,0,0
573,297.9,309.9,1472,45.0,183,0,0,0,0,0
574,297.9,310.0,1439,41.7,185,0,0,0,0,0
575,297.9,309.9,1410,55.4,188,0,0,0,0,0
576,297.7,309.7,1440,51.1,191,0,0,0,0,0
577,297.7,309.7,1591,37.7,196,0,0,0,0,0
578,297.8,309.8,1533,36.8,198,0,0,0,0,0
579,297.8,309.7,1700,31.3,200,0,0,0,0,0
580,297.8,309.8,1798,25.5,203,0,0,0,0,0
581,297.8,309.7,1394,42.9,206,0,0,0,0,0
582,297.8,309.7,1341,49.2,208,0,0,0,0,0
583,297.7,309.6,1697,32.2,210,0,0,0,0,0
584,297.6,309.6,1419,48.2,215,0,0,0,0,0
585,297.6,309.5,2001,20.5,220,0,0,0,0,0
586,297.6,309.6,1501,49.8,222,0,0,0,1,0
587,297.6,309.5,1623,33.1,224,0,0,0,0,0
588,297.6,309.4,1628,33.4,229,0,0,0,0,0
589,297.6,309.4,1491,40.2,231,0,0,0,0,0
590,297.5,309.4,1517,36.7,233,0,0,0,0,0
591,297.5,309.3,1525,41.7,235,0,0,0,0,0
592,297.5,309.5,1668,27.9,240,0,0,0,0,0
593,297.5,309.6,1312,50.7,0,0,0,0,0,0
594,297.6,309.6,1278,50.4,2,0,0,0,0,0
595,297.6,309.6,1330,53.1,7,0,0,0,0,0
596,297.6,309.6,1530,37.3,10,0,0,0,0,0
597,297.6,309.6,1428,46.6,13,0,0,0,0,0
598,297.7,309.6,1480,47.9,18,0,0,0,0,0
599,297.7,309.7,1616,31.1,20,0,0,0,0,0
600,297.8,309.7,1547,37.3,25,0,0,0,0,0
601,297.9,309.7,2194,16.8,27,0,0,0,0,0
602,297.9,309.8,2000,21.3,29,0,0,0,0,0
603,297.9,309.8,1336,71.6,31,0,0,1,0,0
604,297.9,309.9,1542,33.8,33,0,0,0,0,0
605,297.9,309.8,1693,29.9,35,0,0,0,0,0
606,297.9,309.8,1461,50.5,38,0,0,0,0,0
607,298.0,309.9,1565,33.9,40,0,0,0,0,0
608,298.0,309.9,1403,47.7,43,0,0,0,0,0
609,298.1,309.9,1629,32.5,45,0,0,0,0,0
610,298.1,310.0,1534,33.7,47,0,0,0,0,0
611,298.1,310.0,1553,40.9,49,0,0,0,0,0
612,298.1,309.9,1563,32.8,51,0,0,0,0,0
613,298.1,309.9,1634,30.0,53,0,0,0,0,0
614,298.0,309.9,1445,45.2,55,0,0,0,0,0
615,298.1,309.9,1642,30.4,58,0,0,0,0,0
616,298.1,309.9,1686,29.1,60,0,0,0,0,0
617,298.1,310.0,1393,43.1,65,0,0,0,0,0
618,298.2,310.0,1433,44.2,68,0,0,0,0,0
619,298.3,310.0,1507,44.7,73,0,0,0,0,0
620,298.3,310.1,1389,49.6,75,0,0,0,0,0
621,298.3,310.1,1408,45.3,78,0,0,0,0,0
622,298.4,310.2,1725,32.0,80,0,0,0,0,0
623,298.4,310.1,1926,23.7,83,0,0,0,0,0
624,298.3,310.1,1509,37.6,85,0,0,0,0,0
625,298.3,310.1,1545,36.3,90,0,0,0,0,0
626,298.4,310.1,1533,35.2,92,0,0,0,0,0
627,298.4,310.1,1455,42.2,94,0,0,0,0,0
628,298.4,310.1,1335,57.8,96,0,0,0,0,0
629,298.3,310.1,1523,45.9,99,0,0,0,0,0
630,298.3,310.0,1460,47.6,101,0,0,0,0,0
631,298.4,310.0,1554,37.3,103,0,0,0,0,0
632,298.3,310.0,1419,47.1,105,0,0,0,0,0
633,298.3,310.0,1442,43.9,110,0,0,0,0,0
634,298.3,309.9,1507,41.6,112,0,0,0,0,0
635,298.3,310.0,1858,23.9,114,0,0,0,0,0
636,298.3,309.9,1463,43.9,116,0,0,0,0,0
637,298.2,309.7,1585,37.4,118,0,0,0,0,0
638,298.0,309.6,1536,37.3,120,0,0,0,0,0
639,298.0,309.6,1403,51.3,122,0,0,0,0,0
640,297.9,309.6,1515,38.8,124,0,0,0,0,0
641,297.9,309.5,1390,47.9,127,0,0,0,0,0
642,297.8,309.4,1226,58.7,129,0,0,0,0,0
643,297.8,309.4,1495,36.5,132,0,0,0,0,0
644,297.7,309.4,1608,30.2,135,0,0,0,0,0
645,297.7,309.4,1392,44.1,140,0,0,0,0,0
646,297.7,309.4,1461,43.7,142,0,0,0,0,0
647,297.7,309.3,1559,36.9,145,0,0,0,0,0
648,297.7,309.3,1400,48.9,147,0,0,0,0,0
649,297.7,309.2,1732,28.8,152,0,0,0,0,0
650,297.6,309.2,1611,33.1,155,0,0,0,0,0
651,297.6,309.1,1503,38.9,157,0,0,0,0,0
652,297.7,309.2,1391,44.5,159,0,0,0,0,0
653,297.8,309.3,2015,20.1,161,0,0,0,0,0
654,297.8,309.2,1683,30.9,163,0,0,0,0,0
655,297.7,309.1,1435,38.8,165,0,0,0,0,0
656,297.7,309.1,1732,28.1,167,0,0,0,0,0
657,297.7,309.2,1365,58.6,170,0,0,0,0,0
658,297.7,309.1,1562,36.8,172,0,0,0,0,0
659,297.6,309.1,1449,49.1,174,0,0,0,0,0
660,297.7,309.2,1700,27.4,176,0,0,0,0,0
661,297.6,309.0,1427,45.6,179,0,0,0,0,0
662,297.6,308.9,1479,38.1,182,0,0,0,0,0
663,297.5,308.9,1469,44.0,185,0,0,0,0,0
664,297.5,308.9,1390,47.4,187,0,0,0,0,0
665,297.5,308.9,1729,28.1,189,0,0,0,0,0
666,297.5,309.0,1470,43.5,191,0,0,0,0,0
667,297.5,308.9,1459,48.5,193,0,0,0,0,0
668,297.5,308.9,1738,24.0,195,0,0,0,0,0
669,297.5,308.9,1471,37.7,197,0,0,0,0,0
670,297.6,309.0,1822,25.4,202,0,0,0,0,0
671,297.5,308.9,1554,34.8,204,0,0,0,0,0
672,297.6,308.9,1433,43.2,206,0,0,0,0,0
673,297.6,308.9,1449,47.7,209,0,0,0,0,0
674,297.8,309.0,1456,41.2,0,0,0,0,0,0
675,297.8,309.1,1424,45.5,2,0,0,0,0,0
676,297.9,309.2,1577,34.7,5,0,0,0,0,0
677,297.9,309.2,1478,39.7,10,0,0,0,0,0
678,297.8,309.2,1295,61.2,12,0,0,0,0,0
679,297.8,309.2,1372,47.3,15,0,0,0,0,0
680,297.8,309.1,1432,42.6,17,0,0,0,0,0
681,297.7,309.0,1656,33.2,20,0,0,0,0,0
682,297.8,309.0,1410,48.8,23,0,0,0,0,0
683,297.7,309.0,1874,24.4,28,0,0,0,0,0
684,297.7,309.0,1538,43.2,30,0,0,0,0,0
685,297.7,309.0,1636,29.7,32,0,0,0,0,0
686,297.7,309.0,1504,40.4,35,0,0,0,0,0
687,297.7,309.0,1531,42.4,38,0,0,0,0,0
688,297.6,309.0,1735,26.4,41,0,0,0,0,0
689,297.6,309.0,1354,55.6,46,0,0,0,0,0
690,297.6,309.0,1413,40.2,51,0,0,0,0,0
691,297.7,309.1,1563,39.3,56,0,0,0,0,0
692,297.7,309.1,1479,42.1,58,0,0,0,0,0
693,297.7,309.1,1477,38.3,60,0,0,0,0,0
694,297.6,309.1,1394,50.0,62,0,0,0,0,0
695,297.6,309.0,1487,45.4,64,0,0,0,0,0
696,297.6,309.0,1815,25.3,66,0,0,0,0,0
697,297.6,308.8,1453,39.7,69,0,0,0,0,0
698,297.6,308.8,1539,40.2,72,0,0,0,0,0
699,297.5,308.7,1416,39.2,74,0,0,0,0,0
700,297.6,308.8,1683,31.6,79,0,0,0,0,0
701,297.7,308.8,1515,40.1,82,0,0,0,0,0
702,297.7,308.9,1531,48.3,84,0,0,0,0,0
703,297.7,308.9,1479,40.9,87,0,0,0,0,0
704,297.7,308.9,1516,33.7,92,0,0,0,0,0
705,297.7,309.0,1507,38.2,94,0,0,0,0,0
706,297.8,309.0,1434,43.3,96,0,0,0,0,0
707,297.7,308.9,1838,27.3,99,0,0,0,0,0
708,297.6,308.8,1416,45.9,101,0,0,0,0,0
709,297.6,308.8,1357,49.7,104,0,0,0,0,0
710,297.5,308.7,1697,28.1,107,0,0,0,0,0
711,297.5,308.7,1443,46.2,110,0,0,0,0,0
712,297.5,308.7,1453,37.6,112,0,0,0,0,0
713,297.4,308.6,1439,46.4,114,0,0,0,0,0
714,297.4,308.6,1609,36.2,116,0,0,0,0,0
715,297.4,308.6,1324,59.1,118,0,0,0,0,0
716,297.4,308.6,1420,45.8,120,0,0,0,0,0
717,297.4,308.7,1545,36.9,125,0,0,0,0,0
718,297.5,308.8,1477,39.0,127,0,0,0,0,0
719,297.4,308.8,1447,58.1,129,0,0,0,0,0
720,297.4,308.9,1809,23.8,131,0,0,0,0,0
721,297.5,308.9,1696,30.9,133,0,0,0,0,0
722,297.5,308.9,1427,44.7,135,0,0,0,0,0
723,297.4,308.9,1500,46.3,137,0,0,0,0,0
724,297.5,308.9,1390,44.6,140,0,0,0,0,0
725,297.4,308.8,1640,34.2,142,0,0,0,0,0
726,297.4,308.8,1628,37.4,144,0,0,0,0,0
727,297.3,308.6,1499,37.6,147,0,0,0,0,0
728,297.4,308.7,1425,50.3,152,0,0,0,0,0
729,297.3,308.6,1586,37.7,155,0,0,0,0,0
730,297.3,308.6,1471,50.7,157,0,0,0,0,0
731,297.3,308.6,1431,53.0,160,0,0,0,0,0
732,297.2,308.6,1924,22.1,163,0,0,0,0,0
733,297.1,308.4,1421,42.0,165,0,0,0,0,0
734,297.0,308.4,1305,54.6,168,0,0,0,0,0
735,296.9,308.4,1557,32.4,173,0,0,0,0,0
736,296.9,308.3,1555,38.2,175,0,0,0,0,0
737,296.9,308.3,1474,39.2,177,0,0,0,0,0
738,296.8,308.3,1506,45.9,182,0,0,0,0,0
739,296.9,308.4,1390,41.8,184,0,0,0,0,0
740,296.9,308.4,1450,46.9,186,0,0,0,0,0
741,296.9,308.3,1513,38.8,189,0,0,0,0,0
742,296.8,308.2,1643,34.7,191,0,0,0,0,0
743,296.8,308.2,1361,53.8,193,0,0,0,0,0
744,296.7,308.1,1450,40.9,195,0,0,0,0,0
745,296.7,308.0,1451,50.7,197,0,0,0,0,0
746,296.8,308.1,1289,62.0,199,0,0,0,1,0
747,296.8,308.1,1356,48.3,201,0,0,0,0,0
748,296.7,308.1,1528,46.3,203,0,0,0,0,0
749,296.6,308.0,1978,22.3,208,0,0,0,0,0
750,296.7,308.0,1535,36.8,210,0,0,0,0,0
751,296.8,308.1,1843,24.2,212,0,0,0,0,0
752,296.9,308.1,1422,48.7,215,0,0,0,0,0
753,296.8,308.0,1536,40.4,217,0,0,0,0,0
754,296.9,308.1,1483,44.3,219,0,0,0,0,0
755,296.8,308.1,1492,43.7,222,0,0,0,0,0
756,296.8,308.0,1584,40.4,227,0,0,0,0,0
757,296.9,308.1,1555,33.7,229,0,0,0,0,0
758,296.8,308.0,1497,41.7,231,0,0,0,0,0
759,296.7,307.8,1537,36.3,233,0,0,0,0,0
760,296.7,307.8,1505,39.4,236,0,0,0,0,0
761,296.7,307.8,1646,34.6,238,0,0,0,0,0
762,296.7,307.8,1286,60.5,0,0,0,0,0,0
763,296.7,307.8,1400,47.5,3,0,0,0,0,0
764,296.8,307.9,1337,56.5,5,0,0,0,0,0
765,296.9,308.0,1332,53.9,7,0,0,0,0,0
766,296.8,308.0,1561,38.3,9,0,0,0,0,0
767,296.9,308.0,1546,31.1,11,0,0,0,0,0
768,296.9,308.0,1713,29.3,13,0,0,0,0,0
769,296.9,308.0,1343,44.5,15,0,0,0,0,0
770,296.8,308.0,1391,54.4,17,0,0,0,0,0
771,296.8,308.0,1311,58.6,19,0,0,0,0,0
772,296.8,308.0,1453,51.0,24,0,0,0,0,0
773,296.8,308.0,1510,39.4,29,0,0,0,0,0
774,296.8,307.9,1448,48.8,31,0,0,0,0,0
775,296.7,307.8,1453,46.0,33,0,0,0,0,0
776,296.7,307.8,1468,39.2,35,0,0,0,0,0
777,296.7,307.8,1382,47.5,37,0,0,0,0,0
778,296.7,308.0,1580,32.2,39,0,0,0,0,0
779,296.8,308.0,1666,29.8,41,0,0,0,0,0
780,296.9,308.0,1409,50.7,43,0,0,0,0,0
781,296.8,308.0,1675,29.7,46,0,0,0,0,0
782,296.8,307.9,1698,30.8,48,0,0,0,0,0
783,296.7,307.9,1579,33.4,50,0,0,0,0,0
784,296.7,307.9,1743,27.9,55,0,0,0,0,0
785,296.9,308.0,1497,44.8,57,0,0,0,0,0
786,296.9,308.1,1741,28.8,60,0,0,0,0,0
787,296.9,308.1,1435,45.3,62,0,0,0,0,0
788,296.9,308.1,1440,46.3,64,0,0,0,0,0
789,296.9,308.0,1641,33.3,67,0,0,0,0,0
790,296.8,307.9,1420,45.4,70,0,0,0,0,0
791,296.8,307.9,1611,35.4,72,0,0,0,0,0
792,296.8,307.8,1373,42.9,74,0,0,0,0,0
793,296.8,307.9,1683,31.8,76,0,0,0,0,0
794,296.9,307.9,1547,32.6,79,0,0,0,0,0
795,296.9,307.8,1605,37.0,84,0,0,0,0,0
796,296.9,307.9,2010,18.9,86,0,0,0,0,0
797,296.8,307.7,1565,40.1,89,0,0,0,0,0
798,296.9,307.8,1828,24.6,91,0,0,0,0,0
799,297.0,307.8,1579,34.1,94,0,0,0,0,0
800,297.0,307.9,1882,24.2,97,0,0,0,0,0
801,296.9,307.8,1285,52.1,100,0,0,0,0,0
802,296.9,307.8,1571,35.0,102,0,0,0,0,0
803,296.9,307.8,1549,37.8,104,0,0,0,0,0
804,296.9,307.8,1544,37.6,109,0,0,0,0,0
805,297.0,307.9,1412,47.4,112,0,0,0,0,0
806,297.0,307.9,1422,53.0,115,0,0,0,0,0
807,297.0,307.7,1867,22.8,118,0,0,0,0,0
808,296.9,307.7,1424,43.3,120,0,0,0,0,0
809,296.9,307.6,1452,45.7,122,0,0,0,0,0
810,296.9,307.7,1550,39.7,124,0,0,0,0,0
811,296.8,307.6,1588,37.6,126,0,0,0,0,0
812,296.8,307.6,1338,44.4,128,0,0,0,0,0
813,296.8,307.6,1513,40.0,130,0,0,0,0,0
814,296.8,307.5,1470,45.9,132,0,0,0,0,0
815,296.8,307.5,1516,36.7,135,0,0,0,0,0
816,296.8,307.6,1434,48.3,138,0,0,0,0,0
817,296.8,307.6,1368,52.0,140,0,0,0,0,0
818,296.8,307.6,1304,48.7,142,0,0,0,0,0
819,296.8,307.6,1398,46.7,144,0,0,0,0,0
820,296.7,307.6,1516,37.4,146,0,0,0,0,0
821,296.7,307.6,1474,41.7,148,0,0,0,0,0
822,296.7,307.6,1547,34.7,150,0,0,0,0,0
823,296.6,307.5,1482,39.9,153,0,0,0,0,0
824,296.6,307.4,1436,42.8,156,0,0,0,0,0
825,296.6,307.3,1474,40.0,158,0,0,0,0,0
826,296.5,307.2,1481,38.2,160,0,0,0,0,0
827,296.5,307.3,1501,42.1,162,0,0,0,0,0
828,296.5,307.3,1566,37.2,164,0,0,0,0,0
829,296.5,307.3,1579,34.5,166,0,0,0,0,0
830,296.6,307.4,1631,35.0,168,0,0,0,0,0
831,296.6,307.4,1544,42.3,170,0,0,0,0,0
832,296.6,307.4,1521,38.6,173,0,0,0,0,0
833,296.6,307.4,1616,28.0,175,0,0,0,0,0
834,296.6,307.4,1333,50.2,177,0,0,0,0,0
835,296.7,307.4,1533,32.5,182,0,0,0,0,0
836,296.6,307.4,1368,45.1,185,0,0,0,0,0
837,296.6,307.4,1465,47.8,187,0,0,0,0,0
838,296.6,307.4,1406,41.5,189,0,0,0,0,0
839,296.5,307.4,1565,43.5,194,0,0,0,0,0
840,296.6,307.5,1582,37.9,197,0,0,0,0,0
841,296.6,307.5,1439,45.5,199,0,0,0,0,0
842,296.6,307.5,1566,35.0,201,0,0,0,0,0
843,296.6,307.5,1485,42.7,204,0,0,0,0,0
844,296.5,307.5,1566,35.1,206,0,0,0,0,0
845,296.3,307.3,1439,41.5,208,0,0,0,0,0
846,296.4,307.4,1416,50.0,210,0,0,0,0,0
847,296.4,307.4,2833,5.6,213,0,0,1,0,0
848,296.3,307.4,1465,47.1,215,0,0,0,0,0
849,296.4,307.4,1586,35.5,0,0,0,0,0,0
850,296.3,307.3,1567,31.4,5,0,0,0,0,0
851,296.2,307.2,1389,48.6,7,0,0,0,0,0
852,296.3,307.3,1368,49.5,10,0,0,0,0,0
853,296.3,307.3,1444,49.0,13,0,0,0,0,0
854,296.3,307.3,1498,41.6,15,0,0,0,0,0
855,296.1,307.2,1615,30.8,18,0,0,0,0,0
856,296.1,307.1,1898,22.7,20,0,0,0,0,0
857,296.1,307.1,1350,53.3,22,0,0,0,0,0
858,296.2,307.0,1516,37.6,25,0,0,0,0,0
859,296.2,307.0,1542,40.6,28,0,0,0,0,0
860,296.1,306.9,1541,32.6,33,0,0,0,0,0
861,296.1,306.9,1951,23.3,38,0,0,0,0,0
862,296.1,306.8,1645,31.0,41,0,0,0,0,0
863,296.0,306.7,1416,44.2,46,0,0,0,0,0
864,296.0,306.7,2044,22.3,48,0,0,0,0,0
865,295.9,306.6,1414,50.2,51,0,0,0,0,0
866,295.9,306.6,1678,26.7,53,0,0,0,0,0
867,295.9,306.5,1594,33.2,55,0,0,0,0,0
868,295.8,306.5,1514,37.7,60,0,0,0,0,0
869,295.8,306.5,1358,49.2,63,0,0,0,0,0
870,295.8,306.4,1325,56.2,65,0,0,0,0,0
871,295.8,306.4,1339,53.2,67,0,0,0,0,0
872,295.8,306.4,1335,51.7,69,0,0,0,0,0
873,295.9,306.4,1892,21.7,72,0,0,0,0,0
874,295.9,306.4,1575,28.5,74,0,0,0,0,0
875,295.8,306.3,1444,45.5,76,0,0,0,0,0
876,295.7,306.3,1915,22.4,79,0,0,0,0,0
877,295.6,306.2,1584,33.6,81,0,0,0,0,0
878,295.7,306.3,1685,34.9,84,0,0,0,0,0
879,295.8,306.3,1337,54.6,87,0,0,0,0,0
880,295.8,306.3,1235,76.2,89,0,0,1,0,0
881,295.7,306.2,1464,46.2,92,0,0,0,0,0
882,295.7,306.2,1739,25.9,94,0,0,0,0,0
883,295.7,306.3,1490,34.3,97,0,0,0,0,0
884,295.8,306.4,1356,48.0,99,0,0,0,0,0
885,295.7,306.2,1397,52.0,101,0,0,0,0,0
886,295.7,306.2,1458,40.6,103,0,0,0,0,0
887,295.7,306.2,2161,16.5,105,0,0,0,0,0
888,295.6,306.1,1651,28.1,110,0,0,0,0,0
889,295.6,306.1,1389,46.2,113,0,0,0,0,0
890,295.6,306.0,1370,52.4,115,0,0,0,0,0
891,295.7,306.1,1408,47.9,117,0,0,0,0,0
892,295.7,306.1,1343,54.4,119,0,0,0,0,0
893,295.7,306.2,1423,42.5,121,0,0,0,0,0
894,295.6,306.2,1426,48.6,124,0,0,0,0,0
895,295.6,306.2,1435,51.6,126,0,0,0,0,0
896,295.5,306.1,1573,35.1,129,0,0,0,0,0
897,295.6,306.2,1612,31.2,131,0,0,0,0,0
898,295.6,306.2,1446,49.9,133,0,0,0,0,0
899,295.6,306.2,1329,55.3,135,0,0,0,0,0
900,295.6,306.2,1569,35.1,140,0,0,0,0,0
901,295.6,306.1,1256,62.3,142,0,0,0,0,0
902,295.6,306.1,1383,48.7,147,0,0,0,0,0
903,295.7,306.2,2270,14.6,149,0,0,1,0,0
904,295.7,306.2,1458,49.8,151,0,0,0,0,0
905,295.6,306.1,1474,41.2,156,0,0,0,0,0
906,295.6,306.1,1462,49.2,158,0,0,0,0,0
907,295.6,306.1,1669,29.0,161,0,0,0,0,0
908,295.5,306.1,1822,24.3,164,0,0,0,0,0
909,295.5,306.0,1456,39.2,167,0,0,0,0,0
910,295.5,306.0,1546,35.9,169,0,0,0,0,0
911,295.6,306.1,1490,42.7,171,0,0,0,0,0
912,295.6,306.0,1569,40.4,174,0,0,0,0,0
913,295.5,306.0,1621,29.5,176,0,0,0,0,0
914,295.4,305.9,1518,40.6,178,0,0,0,0,0
915,295.4,305.8,1526,38.2,181,0,0,0,0,0
916,295.3,305.8,1589,36.2,184,0,0,0,0,0
917,295.3,305.7,1475,51.0,187,0,0,0,0,0
918,295.3,305.7,1473,38.5,189,0,0,0,0,0
919,295.4,305.8,1407,50.7,192,0,0,0,0,0
920,295.5,305.9,1518,44.1,194,0,0,0,0,0
921,295.5,305.9,1593,37.2,197,0,0,0,0,0
922,295.5,305.9,1380,52.4,202,0,0,0,0,0
923,295.5,306.0,1423,45.3,205,0,0,0,0,0
924,295.5,306.0,1800,27.6,208,0,0,0,0,0
925,295.6,306.1,1623,30.9,210,0,0,0,0,0
926,295.6,306.1,1372,55.6,215,0,0,0,1,0
927,295.6,306.0,1396,52.4,0,0,0,0,0,0
928,295.6,306.0,1949,21.9,5,0,0,0,0,0
929,295.6,306.0,1419,51.1,7,0,0,0,0,0
930,295.5,305.9,1453,47.3,9,0,0,0,0,0
931,295.5,305.9,1542,36.2,12,0,0,0,0,0
932,295.6,306.0,1363,50.0,14,0,0,0,0,0
933,295.5,306.0,1597,37.2,16,0,0,0,0,0
934,295.5,306.0,1326,50.8,18,0,0,0,0,0
935,295.5,306.0,1641,36.6,21,0,0,0,0,0
936,295.6,306.1,1418,46.2,24,0,0,0,0,0
937,295.6,306.2,1263,61.8,27,0,0,0,0,0
938,295.6,306.2,1823,25.8,29,0,0,0,0,0
939,295.5,306.1,1488,40.7,31,0,0,0,0,0
940,295.6,306.2,1443,48.9,33,0,0,0,0,0
941,295.6,306.2,1650,28.2,35,0,0,0,0,0
942,295.7,306.3,1462,44.3,37,0,0,0,0,0
943,295.6,306.2,1477,45.0,40,0,0,0,0,0
944,295.7,306.3,1712,28.5,43,0,0,0,0,0
945,295.7,306.3,1347,50.4,46,0,0,0,0,0
946,295.6,306.2,1287,54.8,49,0,0,0,0,0
947,295.6,306.2,1428,44.5,51,0,0,0,0,0
948,295.6,306.3,1426,45.5,53,0,0,0,0,0
949,295.6,306.3,1636,32.7,56,0,0,0,0,0
950,295.6,306.2,1424,42.5,58,0,0,0,0,0
951,295.6,306.3,1509,35.8,60,0,0,0,0,0
952,295.5,306.2,1448,48.9,65,0,0,0,0,0
953,295.5,306.1,1650,32.8,67,0,0,0,0,0
954,295.6,306.2,1414,42.5,69,0,0,0,0,0
955,295.6,306.3,1911,20.9,74,0,0,0,0,0
956,295.6,306.2,1632,32.2,76,0,0,0,0,0
957,295.7,306.4,1387,40.1,81,0,0,0,0,0
